Video_ID,Title,Artist,Channel,Published_At,URL,ImageURL
amy2fttDCb8,Amr Diab We Malo | Official Music Video | عمرو دياب - وماله,Rotana,Rotana,2012-10-04T23:18:24Z,https://www.youtube.com/watch?v=amy2fttDCb8,https://i.ytimg.com/vi/amy2fttDCb8/mqdefault.jpg
hwW9hbvWozM,ياما ليالي وانت مش معايا,Release - Topic,Release - Topic,2024-07-24T09:54:53Z,https://www.youtube.com/watch?v=hwW9hbvWozM,https://i.ytimg.com/vi/hwW9hbvWozM/mqdefault.jpg
iMZ1skkbUWI,Amr Diab - Youm Matabelna | عمرو دياب - يوم ما اتقابلنا,Rotana,Rotana,2014-02-09T15:28:32Z,https://www.youtube.com/watch?v=iMZ1skkbUWI,https://i.ytimg.com/vi/iMZ1skkbUWI/mqdefault.jpg
1R0qL1exR9s,Omry Ebtada- Tamer Hosny  &quot; English Subtitled &quot; / عمري إبتدا - تامر حسني,Tamer Hosny,Tamer Hosny,2016-06-22T23:45:20Z,https://www.youtube.com/watch?v=1R0qL1exR9s,https://i.ytimg.com/vi/1R0qL1exR9s/mqdefault.jpg
7Rx6wDS286s,Elissa - Aa Baly Habibi / اليسا - ع بالي حبيبي,Rotana,Rotana,2012-10-07T18:26:35Z,https://www.youtube.com/watch?v=7Rx6wDS286s,https://i.ytimg.com/vi/7Rx6wDS286s/mqdefault.jpg
fbK2ySlxAW4,Elissa - Maktooba Leek | Lyrics Video | إليسا - مكتوبة ليك,Rotana,Rotana,2016-09-08T20:02:00Z,https://www.youtube.com/watch?v=fbK2ySlxAW4,https://i.ytimg.com/vi/fbK2ySlxAW4/mqdefault.jpg
TnQfNBzfU-A,Eyad Tannous - Helmi W Helmik [Official Lyric Video] (2022) / اياد طنوس - حلمي وحلمك,Eyad Tannous,Eyad Tannous,2022-05-26T13:02:05Z,https://www.youtube.com/watch?v=TnQfNBzfU-A,https://i.ytimg.com/vi/TnQfNBzfU-A/mqdefault.jpg
Ki-lHWnHv8E,أغنية حلم حياتى &quot; وائل جسار&quot; من فيلم تؤام روحى /- حسن الرداد &quot; امينه خليل &quot; عائشة بن احمد &quot;,El Sobky production السبكي للإنتاج الفني,El Sobky production السبكي للإنتاج الفني,2020-08-14T14:32:19Z,https://www.youtube.com/watch?v=Ki-lHWnHv8E,https://i.ytimg.com/vi/Ki-lHWnHv8E/mqdefault.jpg
YOP-RhVuMLU,وش السعد - ليل المحمدي - ( ظلموكي لما قالو ان انتي للقمر شبيه ) | Lil Elmohamedy - Wesh Elsaad,ليل - Lil ElMohamdy,ليل - Lil ElMohamdy,2025-02-06T16:00:06Z,https://www.youtube.com/watch?v=YOP-RhVuMLU,https://i.ytimg.com/vi/YOP-RhVuMLU/mqdefault.jpg
Akf77opeX4w,Tamer Hosny - Yana Ya Mafish | Official Music Video | تامر حسنى - يا أنا يا مافيش,Mazzika - مزيكا,Mazzika - مزيكا,2012-02-05T08:18:21Z,https://www.youtube.com/watch?v=Akf77opeX4w,https://i.ytimg.com/vi/Akf77opeX4w/mqdefault.jpg
jcXrEe4XThU,أجمل 70 أغنية حب 2025 | ريمكس إيقاع الغرام 🔥❤️ | Best Arabic Love Mix by Dj Arua Mix,Dj Arua Mix Official,Dj Arua Mix Official,2024-11-30T16:00:40Z,https://www.youtube.com/watch?v=jcXrEe4XThU,https://i.ytimg.com/vi/jcXrEe4XThU/mqdefault.jpg
BFzd9kessBw,Ramy Sabry - El Hob Eibna | رامي صبري - الحب عيبنا (مسلسل وتقابل حبيب),YouMusic Arabia - يو ميوزك بالعربي,YouMusic Arabia - يو ميوزك بالعربي,2025-03-07T20:35:59Z,https://www.youtube.com/watch?v=BFzd9kessBw,https://i.ytimg.com/vi/BFzd9kessBw/mqdefault.jpg
ZIB3SpfjRI8,Haneen - A3zam Engazaty | Official Lyrics Video - 2024 | حنين - اعظم انجازاتى,Leil - ليل,Leil - ليل,2024-09-16T14:31:17Z,https://www.youtube.com/watch?v=ZIB3SpfjRI8,https://i.ytimg.com/vi/ZIB3SpfjRI8/mqdefault.jpg
ZLhWlUFmGMA,Elissa .... Saharna Ya Leil - With Lyrics | إليسا ... سهرنا يا ليل - بالكلمات,Rotana,Rotana,2016-07-05T20:30:01Z,https://www.youtube.com/watch?v=ZLhWlUFmGMA,https://i.ytimg.com/vi/ZLhWlUFmGMA/mqdefault.jpg
gqmvi5X7HJU,Saad Ramadan … Shou Mahssoudin - Video Clip | سعد رمضان … شو محسودين - فيديو كليب,Rotana,Rotana,2019-01-01T17:57:46Z,https://www.youtube.com/watch?v=gqmvi5X7HJU,https://i.ytimg.com/vi/gqmvi5X7HJU/mqdefault.jpg
oif-cMB94E0,Saber El Robae&#39;i - At7ada El Aalam - صابر الرباعي - أتحدي العالم,Rotana,Rotana,2012-09-13T15:24:03Z,https://www.youtube.com/watch?v=oif-cMB94E0,https://i.ytimg.com/vi/oif-cMB94E0/mqdefault.jpg
sx7GtEe5M5U,كل احساس الحب هتعيشه مع الاغنيه دى ❤♥️ اجمل اغنيه رومانسيه فى العالم,mariam Nageb,mariam Nageb,2023-02-23T14:33:19Z,https://www.youtube.com/watch?v=sx7GtEe5M5U,https://i.ytimg.com/vi/sx7GtEe5M5U/mqdefault.jpg
--quJk23ryE,Elissa - Top 5 Romantic Songs /  اجمل اغاني رومانسية إليسا,Arabic Music Hits,Arabic Music Hits,2020-10-26T23:22:14Z,https://www.youtube.com/watch?v=--quJk23ryE,https://i.ytimg.com/vi/--quJk23ryE/mqdefault.jpg
ARh_bhCqiiM,حسين الجسمي -  فستانك الأبيض | 2025,Hussain Al Jassmi | حسين الجسمي,Hussain Al Jassmi | حسين الجسمي,2025-04-24T09:14:01Z,https://www.youtube.com/watch?v=ARh_bhCqiiM,https://i.ytimg.com/vi/ARh_bhCqiiM/mqdefault.jpg
H1Mbg3MASCE,Tamer Ashour - Makrehtosh | ‎تامر عاشور - مكرهتوش,Tamer Ashour,Tamer Ashour,2025-01-15T18:00:06Z,https://www.youtube.com/watch?v=H1Mbg3MASCE,https://i.ytimg.com/vi/H1Mbg3MASCE/mqdefault.jpg
wXmzYi-ufEA,Angham - Howa Enta Meen | أنغام  -  هو انت مين,Angham,Angham,2024-07-28T15:15:07Z,https://www.youtube.com/watch?v=wXmzYi-ufEA,https://i.ytimg.com/vi/wXmzYi-ufEA/mqdefault.jpg
fp3DqbNVOxo,Tamer Ashour - Qasr B3eed | تامر عاشور - قصر بعيد,Tamer Ashour,Tamer Ashour,2025-01-15T18:40:06Z,https://www.youtube.com/watch?v=fp3DqbNVOxo,https://i.ytimg.com/vi/fp3DqbNVOxo/mqdefault.jpg
FmyQtbslamM,Tamer Hosny -  Helm Snen/ تامر حسني - حلم سنين,Tamer Hosny,Tamer Hosny,2018-08-02T21:55:36Z,https://www.youtube.com/watch?v=FmyQtbslamM,https://i.ytimg.com/vi/FmyQtbslamM/mqdefault.jpg
pOFYvT8u8ys,Sherine Abdel Wahab | شيرين عبد الوهاب - أغاني رومانسية,"Free Music ""Nasr Mahrous""","Free Music ""Nasr Mahrous""",2016-11-18T10:43:36Z,https://www.youtube.com/watch?v=pOFYvT8u8ys,https://i.ytimg.com/vi/pOFYvT8u8ys/mqdefault.jpg
_WXMmt5ys3U,يا جميلتي يا اميرتي ( ياحور عيني قد اكتفيت من العذاب ) امين خطاب - توزيع اسلام فتحي انتاج فيصل العبد,العبد للإنتاج الفني - El Abd Production,العبد للإنتاج الفني - El Abd Production,2019-11-03T17:33:20Z,https://www.youtube.com/watch?v=_WXMmt5ys3U,https://i.ytimg.com/vi/_WXMmt5ys3U/mqdefault.jpg
VoCmdVQ76xQ,Nabeel Aladeeb – Lekyta (Video) |نبيل الاديب بمشاركة هدى عادل ويوسف مازن - لكيته (فيديو) |2025,HGuitaraStudio - حيدر كيتارا,HGuitaraStudio - حيدر كيتارا,2025-02-09T18:45:58Z,https://www.youtube.com/watch?v=VoCmdVQ76xQ,https://i.ytimg.com/vi/VoCmdVQ76xQ/mqdefault.jpg
xz9oMKZkJfA,Abu Ali Song لكل عاشق وطن من فيلم أبو علي,Amr Ismail,Amr Ismail,2009-10-30T21:14:51Z,https://www.youtube.com/watch?v=xz9oMKZkJfA,https://i.ytimg.com/vi/xz9oMKZkJfA/mqdefault.jpg
7R7r_L30fG0,Hamaki - Rasmak Fi Khayali Clip | حماقي - كليب راسمك في خيالي,Mohamed Hamaki,Mohamed Hamaki,2019-12-09T15:18:42Z,https://www.youtube.com/watch?v=7R7r_L30fG0,https://i.ytimg.com/vi/7R7r_L30fG0/mqdefault.jpg
2VkC18szIr8,Halet Hob ... Elissa - Lyrics | حالة حب  ... إليسا - كلمات,Rotana,Rotana,2014-07-25T13:41:47Z,https://www.youtube.com/watch?v=2VkC18szIr8,https://i.ytimg.com/vi/2VkC18szIr8/mqdefault.jpg
jHd3qLOTXDU,من اول دقيقة #اليسا #إليسا #من_اول_دقيقة #رومانسي #رومانسية #اغاني #اغنية,تسالي شام,تسالي شام,2022-08-02T00:55:14Z,https://www.youtube.com/watch?v=jHd3qLOTXDU,https://i.ytimg.com/vi/jHd3qLOTXDU/mqdefault.jpg
rrLnDIBZZWQ,Nedaa Sharara - Ha Nheb Tani [Official Music Video] (2025) / نداء شرارة - هنحب تاني,Nedaa Shrara | نداء شرارة,Nedaa Shrara | نداء شرارة,2025-02-03T13:00:01Z,https://www.youtube.com/watch?v=rrLnDIBZZWQ,https://i.ytimg.com/vi/rrLnDIBZZWQ/mqdefault.jpg
nWaEQz6Grxg,Tamer Hosny - Romantic Songs | تامر حسني - أغاني رومانسية,"Free Music ""Nasr Mahrous""","Free Music ""Nasr Mahrous""",2016-12-15T09:40:48Z,https://www.youtube.com/watch?v=nWaEQz6Grxg,https://i.ytimg.com/vi/nWaEQz6Grxg/mqdefault.jpg
8gUEtTFefpI,Assala &amp; Majid Al Mohandis - Al Hob Al Abadi | Video Clip 2023 | ماجد المهندس وأصالة - الحب الأبدي,Rotana,Rotana,2023-08-01T14:00:11Z,https://www.youtube.com/watch?v=8gUEtTFefpI,https://i.ytimg.com/vi/8gUEtTFefpI/mqdefault.jpg
8qXtG9IVz48,فيديو كليب - ما تيجي نركن الزعل - ليل المحمدي | Lil Elmohamedy - Nerken Elzaal (Official Video Clip),ليل - Lil ElMohamdy,ليل - Lil ElMohamdy,2025-05-08T15:00:07Z,https://www.youtube.com/watch?v=8qXtG9IVz48,https://i.ytimg.com/vi/8qXtG9IVz48/mqdefault.jpg
qQ_GbKJsowE,Mohamed Fouad - El Hob El Ha2e2y  (Music Video) | (محمد فؤاد - الحب الحقيقي (فيديو كليب,"Free Music ""Nasr Mahrous""","Free Music ""Nasr Mahrous""",2009-08-13T16:35:01Z,https://www.youtube.com/watch?v=qQ_GbKJsowE,https://i.ytimg.com/vi/qQ_GbKJsowE/mqdefault.jpg
lxGVq0strW0,Pousi - Abia El Donia  |  بوســي - ابيع الدنيا,Pousi,Pousi,2021-09-23T15:00:14Z,https://www.youtube.com/watch?v=lxGVq0strW0,https://i.ytimg.com/vi/lxGVq0strW0/mqdefault.jpg
1T_6AP0qjQY,Jannat - K2nak Roh [Official Lyric Video] | جنات - كأنك روح,Jannat Mahid,Jannat Mahid,2024-12-01T15:00:06Z,https://www.youtube.com/watch?v=1T_6AP0qjQY,https://i.ytimg.com/vi/1T_6AP0qjQY/mqdefault.jpg
F-tpHtDJvIk,Balash al malama,3omzaa,3omzaa,2006-10-27T16:33:21Z,https://www.youtube.com/watch?v=F-tpHtDJvIk,https://i.ytimg.com/vi/F-tpHtDJvIk/mqdefault.jpg
0a3oQGKhp24,Tamer Ashour - Haygely Mawgow3 | تامر عاشور - هيجيلي موجوع,Tamer Ashour,Tamer Ashour,2024-01-11T16:59:54Z,https://www.youtube.com/watch?v=0a3oQGKhp24,https://i.ytimg.com/vi/0a3oQGKhp24/mqdefault.jpg
rngxuyPZ7Zo,وائل جسار - بتوحشيني | Wael Jassar - Betew7ashini,ArabicaTV,ArabicaTV,2023-11-19T13:57:16Z,https://www.youtube.com/watch?v=rngxuyPZ7Zo,https://i.ytimg.com/vi/rngxuyPZ7Zo/mqdefault.jpg
4levmUTgHC0,Assala - Rohi Wakhdani | أصالة - روحي وخداني,Assala Nasri,Assala Nasri,2012-08-19T18:57:06Z,https://www.youtube.com/watch?v=4levmUTgHC0,https://i.ytimg.com/vi/4levmUTgHC0/mqdefault.jpg
BMtPS_fb07Y,Assala - Shayfa Feek [Lyrics Video] 2022 | أصالة - شايفه فيك,Assala Nasri,Assala Nasri,2022-08-18T14:00:11Z,https://www.youtube.com/watch?v=BMtPS_fb07Y,https://i.ytimg.com/vi/BMtPS_fb07Y/mqdefault.jpg
nXdNVhzCEpE,Ahmed Saad - Ader Akmel | Official Lyrics Video - 2023 | أحمد سعد - قادر اكمل,Ahmed Saad,Ahmed Saad,2023-02-14T13:00:08Z,https://www.youtube.com/watch?v=nXdNVhzCEpE,https://i.ytimg.com/vi/nXdNVhzCEpE/mqdefault.jpg
RU8Vgr6ZZXU,كوكتيل أغاني حماقي || Hamaki Mix 2023,Cash Flow,Cash Flow,2023-02-22T16:40:29Z,https://www.youtube.com/watch?v=RU8Vgr6ZZXU,https://i.ytimg.com/vi/RU8Vgr6ZZXU/mqdefault.jpg
Pma_IwydPmw,Yara - Ma Baaref [Official Music Video] (2015) / يارا - ما بعرف,Yara,Yara,2015-02-06T17:12:37Z,https://www.youtube.com/watch?v=Pma_IwydPmw,https://i.ytimg.com/vi/Pma_IwydPmw/mqdefault.jpg
kVIx3e0aeS8,Sherine - Kolly Melkak (Official Music Video) | شيرين - كلي ملكك - الكليب الرسمي,Nogoum Records,Nogoum Records,2019-02-21T21:00:03Z,https://www.youtube.com/watch?v=kVIx3e0aeS8,https://i.ytimg.com/vi/kVIx3e0aeS8/mqdefault.jpg
zSW1FiWufpo,Assala - 60 Dqiqa Haiah | آصالة - ٦٠ دقيقة حياة  [LYRICS],Assala Nasri,Assala Nasri,2015-03-30T02:21:15Z,https://www.youtube.com/watch?v=zSW1FiWufpo,https://i.ytimg.com/vi/zSW1FiWufpo/mqdefault.jpg
wxgs1RvrjyY,Amr Gaber-Edek Fe Edy |عمرو جابر -ايدك في ايدي (اسهر ليالي وانا لا ابالي),Amr Gaber  - عمرو جابر,Amr Gaber  - عمرو جابر,2024-09-02T14:00:06Z,https://www.youtube.com/watch?v=wxgs1RvrjyY,https://i.ytimg.com/vi/wxgs1RvrjyY/mqdefault.jpg
fgRBWxcvvZs,Amal Maher - Ana Habbeitak | Official Music Video | امال ماهر - أنا حبيتك,Mazzika - مزيكا,Mazzika - مزيكا,2015-04-22T10:04:55Z,https://www.youtube.com/watch?v=fgRBWxcvvZs,https://i.ytimg.com/vi/fgRBWxcvvZs/mqdefault.jpg
gtMEuvNktDA,Tamer Hosny ... Awelny Kalam - 2020 | تامر حسني ... قولني كلام,Rotana,Rotana,2020-11-07T16:45:09Z,https://www.youtube.com/watch?v=gtMEuvNktDA,https://i.ytimg.com/vi/gtMEuvNktDA/mqdefault.jpg
zKc0MCKeeIo,جنات - حبيبى على نياته ( فيديو كليب حصرى 2021 ) / Jannat - Habibi 3la Neyato,Jannat Music,Jannat Music,2021-11-03T18:28:28Z,https://www.youtube.com/watch?v=zKc0MCKeeIo,https://i.ytimg.com/vi/zKc0MCKeeIo/mqdefault.jpg
BGkL2Pq-g3A,MUSliM - Etnaset | Music Video - 2021 | مسلم - اتنسيت,MUSliM - مُسلِم ,MUSliM - مُسلِم ,2021-10-21T20:09:02Z,https://www.youtube.com/watch?v=BGkL2Pq-g3A,https://i.ytimg.com/vi/BGkL2Pq-g3A/mqdefault.jpg
PL784jZSnyM,قوي قلبك علي الفراق - احمد خالد 2020 | Ahmed Khaled - Qawe Albek Ala ElForaa,احمد خالد - Ahmed Khaled,احمد خالد - Ahmed Khaled,2020-03-05T17:00:11Z,https://www.youtube.com/watch?v=PL784jZSnyM,https://i.ytimg.com/vi/PL784jZSnyM/mqdefault.jpg
ZXLSfpgMoPw,Mohammed Saeed - Konty 2olely |  محمد سعيد - كنتى قوليلي ( Official lyric Video ),Mohammed Saeed - محمد سعيد,Mohammed Saeed - محمد سعيد,2021-11-30T17:59:48Z,https://www.youtube.com/watch?v=ZXLSfpgMoPw,https://i.ytimg.com/vi/ZXLSfpgMoPw/mqdefault.jpg
aeQz2ORWmwk,إليسا ... عكس اللي شايفينها|   Elissa ... Aaks Elli Shayfenha,MusicHT,MusicHT,2023-06-08T22:43:40Z,https://www.youtube.com/watch?v=aeQz2ORWmwk,https://i.ytimg.com/vi/aeQz2ORWmwk/mqdefault.jpg
TqHFwt6xw3w,Sherine … A&#39;ztny Ktir 2022 | شيرين … اذتني كتير,Sherine Abdelwahab Tv,Sherine Abdelwahab Tv,2022-10-21T16:21:47Z,https://www.youtube.com/watch?v=TqHFwt6xw3w,https://i.ytimg.com/vi/TqHFwt6xw3w/mqdefault.jpg
fCB-gTyrGFg,Anime Kei - حلمي تحطم واختفى,AnimeDeJapanVEVO,AnimeDeJapanVEVO,2024-05-06T12:37:37Z,https://www.youtube.com/watch?v=fCB-gTyrGFg,https://i.ytimg.com/vi/fCB-gTyrGFg/mqdefault.jpg
LMkbdJzb2I0,Ali aladdin - khalawni wehdi [Official Music Video] (2025) / علي الادان - خلاوني وحدي,أغاني راي هبال  RAI REMIX,أغاني راي هبال  RAI REMIX,2025-05-21T19:04:29Z,https://www.youtube.com/watch?v=LMkbdJzb2I0,https://i.ytimg.com/vi/LMkbdJzb2I0/mqdefault.jpg
IhdVuunvWi8,دار الزمن وين الصدق يالطيبين - اغاني حزينه,EN Music Studio,EN Music Studio,2023-04-08T21:12:45Z,https://www.youtube.com/watch?v=IhdVuunvWi8,https://i.ytimg.com/vi/IhdVuunvWi8/mqdefault.jpg
UMEA5pqYR1E,كليب سراج الامير و عباس الامير خليني اني وياج  2 النسخة الاصلية,HFM - اغاني حزينة ,HFM - اغاني حزينة ,2013-10-15T15:17:30Z,https://www.youtube.com/watch?v=UMEA5pqYR1E,https://i.ytimg.com/vi/UMEA5pqYR1E/mqdefault.jpg
8YVCaUm35oA,Hany Mouner - Hezny Hezin / هاني منير - حزني حزن [ Music Video ],Hany Mouner - هاني منير,Hany Mouner - هاني منير,2021-02-16T15:00:16Z,https://www.youtube.com/watch?v=8YVCaUm35oA,https://i.ytimg.com/vi/8YVCaUm35oA/mqdefault.jpg
LaNpWj4LC8M,MUSliM - Etabelna | Official Lyric Video - 2024 | مسلم - اتقابلنا,MUSliM - مُسلِم ,MUSliM - مُسلِم ,2024-05-18T17:00:07Z,https://www.youtube.com/watch?v=LaNpWj4LC8M,https://i.ytimg.com/vi/LaNpWj4LC8M/mqdefault.jpg
yJIwbOjwgoo,اغاني حزين- شيرين عبد الوهاب,MELODY & MERCH,MELODY & MERCH,2024-10-19T12:12:17Z,https://www.youtube.com/watch?v=yJIwbOjwgoo,https://i.ytimg.com/vi/yJIwbOjwgoo/mqdefault.jpg
DTojnD6Vl6M,افضل 5 اغاني حزينه اليسا,Mohamed Music,Mohamed Music,2021-05-12T15:27:08Z,https://www.youtube.com/watch?v=DTojnD6Vl6M,https://i.ytimg.com/vi/DTojnD6Vl6M/mqdefault.jpg
fZc7PFVhje8,Ahmed Batshan - Ba&#39;ad Gheyabo (Official Music Video) [2020] | (أحمد بتشان– بعد غيابه (الكليب الرسمي,Nogoum Records,Nogoum Records,2020-03-12T15:00:10Z,https://www.youtube.com/watch?v=fZc7PFVhje8,https://i.ytimg.com/vi/fZc7PFVhje8/mqdefault.jpg
q8npShoRLdA,مترجمة Dedublüman - Belki,Solitude Zone,Solitude Zone,2022-12-15T18:11:03Z,https://www.youtube.com/watch?v=q8npShoRLdA,https://i.ytimg.com/vi/q8npShoRLdA/mqdefault.jpg
cE7pwRAlbgU,Sad Songs Mix - Ramy Sabry | كوكتيل أغاني حزينة - رامي صبري,Viral Wave,Viral Wave,2024-11-17T15:02:10Z,https://www.youtube.com/watch?v=cE7pwRAlbgU,https://i.ytimg.com/vi/cE7pwRAlbgU/mqdefault.jpg
0_fcCD9hZms,في وحدتي 🎵 اغنية عربية رائعة ومؤثرة  ( مع الكلمات ) 🎵| A M V | IZZ ft. Hind | لا تفوتك,Black seVenOps,Black seVenOps,2020-01-19T22:35:06Z,https://www.youtube.com/watch?v=0_fcCD9hZms,https://i.ytimg.com/vi/0_fcCD9hZms/mqdefault.jpg
s3zFgHkU76U,Wissam Dawod - Makhnou&#39; [Official Music Video] / وسام داود - مخنوك,Shabab Alqithara | شباب القيثارة,Shabab Alqithara | شباب القيثارة,2015-07-17T16:18:15Z,https://www.youtube.com/watch?v=s3zFgHkU76U,https://i.ytimg.com/vi/s3zFgHkU76U/mqdefault.jpg
FEjoV_c0phs,Maha Ftouni - Ya Wahechny (Official Lyric Video) | مهى فتوني - يا واحشني,Maha Ftouni,Maha Ftouni,2024-11-20T16:00:06Z,https://www.youtube.com/watch?v=FEjoV_c0phs,https://i.ytimg.com/vi/FEjoV_c0phs/mqdefault.jpg
-r0lLtq9TSs,أحمد سعد - بخاف (من مسلسل سيد الناس),Ahmed Saad,Ahmed Saad,2025-02-27T14:30:06Z,https://www.youtube.com/watch?v=-r0lLtq9TSs,https://i.ytimg.com/vi/-r0lLtq9TSs/mqdefault.jpg
dPumD9UUdFk,Bahaa Sultan - Sahby Ya Sahby (Sad Version) | بهاء سلطان - صحبي يا صحبي (النسخة الحزينة),Sony Music Middle East,Sony Music Middle East,2025-03-18T17:19:54Z,https://www.youtube.com/watch?v=dPumD9UUdFk,https://i.ytimg.com/vi/dPumD9UUdFk/mqdefault.jpg
pdgtVDmKSXI,افضل 5 اغاني حزينه شيرين,Mohamed Music,Mohamed Music,2021-05-12T20:47:11Z,https://www.youtube.com/watch?v=pdgtVDmKSXI,https://i.ytimg.com/vi/pdgtVDmKSXI/mqdefault.jpg
bMK_oDHCDIc,كوكتيل أغاني حزينة | Sad Songs Cocktail,"Free Music ""Nasr Mahrous""","Free Music ""Nasr Mahrous""",2024-01-10T15:00:06Z,https://www.youtube.com/watch?v=bMK_oDHCDIc,https://i.ytimg.com/vi/bMK_oDHCDIc/mqdefault.jpg
F4d2obO7TJg,Assala - Faqadt Nafsy | Lyrics Video 2022 | أصالة - فقدتُ نفسي,Assala Nasri,Assala Nasri,2022-07-24T14:00:12Z,https://www.youtube.com/watch?v=F4d2obO7TJg,https://i.ytimg.com/vi/F4d2obO7TJg/mqdefault.jpg
IgpV9axzQIE,Ahmed Saad - Yareet Tergaa | ياريت ترجع غناء احمد سعد | من مسلسل توبه,Ahmed Saad,Ahmed Saad,2022-04-21T18:00:13Z,https://www.youtube.com/watch?v=IgpV9axzQIE,https://i.ytimg.com/vi/IgpV9axzQIE/mqdefault.jpg
-IqPTB_4SI0,Elissa ... Aaks Elli Shayfenha - With Lyrics | إليسا ... عكس اللي شايفينها - بالكلمات,Rotana,Rotana,2016-09-08T20:00:05Z,https://www.youtube.com/watch?v=-IqPTB_4SI0,https://i.ytimg.com/vi/-IqPTB_4SI0/mqdefault.jpg
CgCJq8Nmkr0,الاغنيه التي ابكت الملايين اغاني عبري حزين اغاني احزان اغاني عشاق فرقة العذاب,yosef jerusalem,yosef jerusalem,2011-08-09T15:32:48Z,https://www.youtube.com/watch?v=CgCJq8Nmkr0,https://i.ytimg.com/vi/CgCJq8Nmkr0/mqdefault.jpg
4snowx9w_gk,كوكتيل إحزان مصطفى كامل | غدااار + بحر الدموع + أسف جداً + أرجع بقى + كداابة + مش هسمحِك,shaker obaid,shaker obaid,2015-10-24T10:22:15Z,https://www.youtube.com/watch?v=4snowx9w_gk,https://i.ytimg.com/vi/4snowx9w_gk/mqdefault.jpg
X0dXd5mVUug,MUSliM - Wahshak | Official Lyric Video - 2024 | مسلم - واحشاك,MUSliM - مُسلِم ,MUSliM - مُسلِم ,2024-09-12T17:00:21Z,https://www.youtube.com/watch?v=X0dXd5mVUug,https://i.ytimg.com/vi/X0dXd5mVUug/mqdefault.jpg
mWcEF27xCdY,افضل 5 اغاني حزينه تامر عاشور,Mohamed Music,Mohamed Music,2021-05-12T20:31:43Z,https://www.youtube.com/watch?v=mWcEF27xCdY,https://i.ytimg.com/vi/mWcEF27xCdY/mqdefault.jpg
a-PrfYoYHgo,رحمه محسن - اسند ضهرك واقعد اتفرج ( هاتو القلم ) [ الفيديو كليب الرسمي ] انتاج ابو السيد ( 2024 ),ABO ELSID - ابو السيد,ABO ELSID - ابو السيد,2024-09-22T14:58:29Z,https://www.youtube.com/watch?v=a-PrfYoYHgo,https://i.ytimg.com/vi/a-PrfYoYHgo/mqdefault.jpg
4sUh2nxnXv0,Maha Ftouni - El Sabr Gamel (Official Lyric Video) | مهى فتوني - الصبر جميل,Maha Ftouni,Maha Ftouni,2023-02-20T16:00:07Z,https://www.youtube.com/watch?v=4sUh2nxnXv0,https://i.ytimg.com/vi/4sUh2nxnXv0/mqdefault.jpg
KaVw8FiqL5Q,Adam - Majrou7 (Official Lyric Video) | أدم - مجروح,Adam | آدم,Adam | آدم,2018-09-05T15:59:34Z,https://www.youtube.com/watch?v=KaVw8FiqL5Q,https://i.ytimg.com/vi/KaVw8FiqL5Q/mqdefault.jpg
qvAyTyRb3kE,Wael Jassar - Sad Songs | اجمد الاغانى الحزينة - وائل جسار,ArabicaTV,ArabicaTV,2024-01-08T16:07:20Z,https://www.youtube.com/watch?v=qvAyTyRb3kE,https://i.ytimg.com/vi/qvAyTyRb3kE/mqdefault.jpg
unta30UOZhk,أنس أبو سنينة - لو يعلم الحب كم عذبتني - ياروحي سابك الجزء الثاني شايف غباش | قريباً 2024,Anas Abu Sneineh,Anas Abu Sneineh,2024-05-18T15:01:00Z,https://www.youtube.com/watch?v=unta30UOZhk,https://i.ytimg.com/vi/unta30UOZhk/mqdefault.jpg
Fao6Cn00rro,Ahmed Kamel - 3ala 3eeni | Music Video - 2021 | احمد كامل - علي عيني,Ahmed Kamel - أحمد كامل,Ahmed Kamel - أحمد كامل,2021-08-18T15:00:12Z,https://www.youtube.com/watch?v=Fao6Cn00rro,https://i.ytimg.com/vi/Fao6Cn00rro/mqdefault.jpg
TQcnBTMbapw,akhras - La Min (Official Video) | الأخرس - لمين,akhras - الاخرس,akhras - الاخرس,2021-02-03T18:00:12Z,https://www.youtube.com/watch?v=TQcnBTMbapw,https://i.ytimg.com/vi/TQcnBTMbapw/mqdefault.jpg
X9jN0gZvRm0,Odai Zagha &amp; Anas Abu Sneineh - Men Dounek Ma B3eesh | عدي زاغة وانس ابو سنينة - من دونك ما بعيش,Odai Zagha عدي زاغة,Odai Zagha عدي زاغة,2023-04-21T16:00:08Z,https://www.youtube.com/watch?v=X9jN0gZvRm0,https://i.ytimg.com/vi/X9jN0gZvRm0/mqdefault.jpg
32F4D1Z0Mkc,اجمل اغاني ادم | الحزينة و الرومانسية  |جديد ادم 2024 | تجنن,DJ DiSha,DJ DiSha,2019-07-14T12:04:44Z,https://www.youtube.com/watch?v=32F4D1Z0Mkc,https://i.ytimg.com/vi/32F4D1Z0Mkc/mqdefault.jpg
vCZXIyHQdK4,جديد عدي زاغه 💔 في حزن وسع المدى 🥀مشيو على السكيت 🖤 ( نغمة حزينة جديدة),Star Production ,Star Production ,2022-02-15T03:11:24Z,https://www.youtube.com/watch?v=vCZXIyHQdK4,https://i.ytimg.com/vi/vCZXIyHQdK4/mqdefault.jpg
SixeF4hXSOU,قولوا لها انني لازلت أهواها - Kolo Laha,الصوت الدافئ - WarmSound,الصوت الدافئ - WarmSound,2023-08-29T19:20:04Z,https://www.youtube.com/watch?v=SixeF4hXSOU,https://i.ytimg.com/vi/SixeF4hXSOU/mqdefault.jpg
